monthnum,month,desk,groupname,contact_type,location,ctr
2016 Feb,02012016,others,IT App NNA Cap Forms L2,Phone,NNA/Corp - Atlanta HQ,5
2016 Feb,02012016,others,IT App NNA Cap Forms L2,Self-service,NA - Klang Malaysia,1
2016 Feb,02012016,others,IT App NNA Cap Forms L2,Self-service,NE - Luedenscheid,1
2016 Feb,02012016,others,IT App NNA Cap Forms L2,Self-service,NNA - Berea,2
2016 Feb,02012016,others,IT App NNA Cap Forms L2,Self-service,NNA - Greensboro,3
2016 Feb,02012016,others,IT App NNA Cap Forms L2,Self-service,NNA - Kennesaw R&T,2
2016 Feb,02012016,others,IT App NNA Cap Forms L2,Self-service,NNA - Kingston,2
2016 Feb,02012016,others,IT App NNA Cap Forms L2,Self-service,NNA - Oswego,10
2016 Feb,02012016,others,IT App NNA Cap Forms L2,Self-service,NNA - Warren,1
2016 Feb,02012016,others,IT App NNA Cap Forms L2,Self-service,NNA/Corp - Atlanta HQ,6
2016 Feb,02012016,others,IT App NNA Cap Integration L2,Phone,NNA - Oswego,1
2016 Feb,02012016,others,IT App NNA Cap Integration L2,Phone,NNA/Corp - Atlanta HQ,8
2016 Feb,02012016,others,IT App NNA Cap Integration L2,Self-service,NNA - Greensboro,3
2016 Feb,02012016,others,IT App NNA Cap Other L2,Phone,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,IT App NNA Cap Other L2,Self-service,NNA - Warren,2
2016 Feb,02012016,others,IT App NNA Cap Package L2,Phone,NNA - Greensboro,2
2016 Feb,02012016,others,IT App NNA Cap Package L2,Phone,NNA - Kingston,1
2016 Feb,02012016,others,IT App NNA Cap Package L2,Phone,NNA - Oswego,1
2016 Feb,02012016,others,IT App NNA Cap Package L2,Phone,NNA - Terre Haute,1
2016 Feb,02012016,others,IT App NNA Cap Package L2,Phone,NSA - Pinda,3
2016 Feb,02012016,others,IT App NNA Cap Package L2,Self-service,NNA - Fairmont,1
2016 Feb,02012016,others,IT App NNA Cap Package L2,Self-service,NNA - Kennesaw R&T,3
2016 Feb,02012016,others,IT App NNA Cap Package L2,Self-service,NNA - Oswego,4
2016 Feb,02012016,others,IT App NNA Cap Package L2,Self-service,NNA - Terre Haute,6
2016 Feb,02012016,others,IT App NNA Cap Package L2,Self-service,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,IT App NNA Cap Repository L2,Phone,NNA - Oswego,5
2016 Feb,02012016,others,IT App NNA Cap Repository L2,Phone,NNA/Corp - Atlanta HQ,18
2016 Feb,02012016,others,IT App NNA Cap Repository L2,Self-service,NNA - Oswego,2
2016 Feb,02012016,others,IT App NNA Cap Repository L2,Self-service,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,IT App NNA Cap Shopfloor L2,Phone,NNA - Kingston,24
2016 Feb,02012016,others,IT App NNA Cap Shopfloor L2,Phone,NNA - Terre Haute,10
2016 Feb,02012016,others,IT App NNA EDI/B2B L2,Phone,NNA - Oswego,1
2016 Feb,02012016,others,IT App NNA EDI/B2B L2,Phone,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,IT App NNA EDI/B2B L2,Self-service,NNA - Kingston,3
2016 Feb,02012016,others,IT App NNA EDI/B2B L2,Self-service,NNA - Oswego,5
2016 Feb,02012016,others,IT App NNA EDI/B2B L2,Self-service,NNA/Corp - Atlanta HQ,4
2016 Feb,02012016,others,IT App NNA KIT Shopfloor L2,Phone,NNA - Kingston,14
2016 Feb,02012016,others,IT App NSA Design to Deploy L2,Phone,NSA - Pinda,18
2016 Feb,02012016,others,IT App NSA Design to Deploy L2,Phone,NSA - Sao Paulo,5
2016 Feb,02012016,others,IT App NSA Design to Deploy L2,Phone,NSA - Utinga,4
2016 Feb,02012016,others,IT App NSA Design to Deploy L2,Self-service,NSA - Ouro Preto,2
2016 Feb,02012016,others,IT App NSA Design to Deploy L2,Self-service,NSA - Pinda,9
2016 Feb,02012016,others,IT App NSA Design to Deploy L2,Self-service,NSA - Sao Paulo,5
2016 Feb,02012016,others,IT App NSA Hire to Retire L2,Phone,NSA - Pinda,14
2016 Feb,02012016,others,IT App NSA Hire to Retire L2,Phone,NSA - Utinga,2
2016 Feb,02012016,others,IT App NSA Hire to Retire L2,Self-service,NSA - Ouro Preto,1
2016 Feb,02012016,others,IT App NSA Hire to Retire L2,Self-service,NSA - Pinda,7
2016 Feb,02012016,others,IT App NSA Order to Cash L2,Phone,NSA - Pinda,16
2016 Feb,02012016,others,IT App NSA Order to Cash L2,Phone,NSA - Sao Paulo,4
2016 Feb,02012016,others,IT App NSA Order to Cash L2,Phone,NSA - Utinga,3
2016 Feb,02012016,others,IT App NSA Order to Cash L2,Self-service,NSA - Pinda,3
2016 Feb,02012016,others,IT App NSA Order to Cash L2,Self-service,NSA - Sao Paulo,8
2016 Feb,02012016,others,IT App NSA Plan to Produce L2,Phone,NSA - Pinda,65
2016 Feb,02012016,others,IT App NSA Plan to Produce L2,Phone,NSA - Utinga,7
2016 Feb,02012016,others,IT App NSA Plan to Produce L2,Self-service,NSA - Pinda,18
2016 Feb,02012016,others,IT App NSA Record to Report L2,Self-service,NSA - Pinda,1
2016 Feb,02012016,others,IT App NSA Record to Report L2,Self-service,NSA - Sao Paulo,1
2016 Feb,02012016,others,IT App NSA Record to Report L2,Self-service,NSA - Utinga,2
2016 Feb,02012016,others,IT App Oracle Financials L2,Phone,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,IT App Oracle Financials L2,Self-service,NNA/Corp - Atlanta HQ,4
2016 Feb,02012016,others,IT App SAP-Security L2,Chat,NNA - Oswego,1
2016 Feb,02012016,others,IT App SAP-Security L2,Chat,NNA/Corp - Atlanta HQ,2
2016 Feb,02012016,others,IT App SAP-Security L2,Phone,NE - Goettingen,5
2016 Feb,02012016,others,IT App SAP-Security L2,Phone,NE - Nachterstedt,1
2016 Feb,02012016,others,IT App SAP-Security L2,Phone,NNA - Kennesaw R&T,1
2016 Feb,02012016,others,IT App SAP-Security L2,Phone,NNA - Kingston,5
2016 Feb,02012016,others,IT App SAP-Security L2,Phone,NNA - Oswego,8
2016 Feb,02012016,others,IT App SAP-Security L2,Phone,NNA/Corp - Atlanta HQ,40
2016 Feb,02012016,others,IT App SAP-Security L2,Self-service,NE - Nachterstedt,2
2016 Feb,02012016,others,IT App SAP-Security L2,Self-service,NNA - Oswego,2
2016 Feb,02012016,others,IT App SAP-Security L2,Self-service,NNA/Corp - Atlanta HQ,18
2016 Feb,02012016,others,IT Desktop Berea L3,Email,NNA - Berea,1
2016 Feb,02012016,others,IT Desktop Gottingen L3,Phone,NE - Goettingen,2
2016 Feb,02012016,others,IT Desktop Gottingen L3,Phone,NE - Ohle,1
2016 Feb,02012016,others,IT Desktop Gottingen L3,Self-service,NE - Goettingen,2
2016 Feb,02012016,others,IT Desktop NSA L3,Phone,NSA - Sao Paulo,2
2016 Feb,02012016,others,IT Desktop NSA L3,Phone,NSA - Utinga,1
2016 Feb,02012016,others,IT Desktop NSA L3,Self-service,NSA - Pinda,1
2016 Feb,02012016,others,IT Desktop NSA L3,Self-service,NSA - Sao Paulo,3
2016 Feb,02012016,others,IT Desktop Ohle L3,Phone,NE - Ohle,1
2016 Feb,02012016,others,IT Desktop Sao Paulo L3,Phone,NSA - Campinas (Collection Center),1
2016 Feb,02012016,others,IT Desktop TerreHaute L2,Phone,NNA - Terre Haute,2
2016 Feb,02012016,others,IT Desktop TerreHaute L2,Self-service,NNA - Terre Haute,2
2016 Feb,02012016,others,IT Desktop Warren L2,Phone,NNA - Warren,2
2016 Feb,02012016,others,IT Desktop Zurich L3,Self-service,NE - Zurich,1
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Chat,NA - Klang Malaysia,1
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Chat,NA - Seoul,1
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Chat,NE - Goettingen,1
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Chat,NNA - Oswego,1
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Chat,NNA - Terre Haute,1
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Chat,NNA/Corp - Atlanta HQ,7
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Email,NE - Latchford,1
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Email,NNA/Corp - Atlanta HQ,2
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Phone,NA - Klang Malaysia,1
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Phone,NA - Seoul,2
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Phone,NA - Ulsan,2
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Phone,NE - Bresso,1
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Phone,NE - Dubai,2
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Phone,NE - Latchford,1
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Phone,NE - Ohle,1
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Phone,NE - Sierre,2
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Phone,NE - Stuttgart,1
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Phone,NE - Zurich,4
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Phone,NNA - Fairmont,2
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Phone,NNA - Greensboro,1
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Phone,NNA - Kingston,5
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Phone,NNA - Novi,8
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Phone,NNA - Oswego,17
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Phone,NNA - Terre Haute,1
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Phone,NNA/Corp - Atlanta HQ,31
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Phone,NSA - Pinda,1
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Self-service,NA - Klang Malaysia,3
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Self-service,NE - Goettingen,2
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Self-service,NE - Ohle,1
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Self-service,NE - Sierre,1
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Self-service,NNA - Fairmont,1
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Self-service,NNA - Novi,2
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Self-service,NNA - Oswego,1
2016 Feb,02012016,others,IT Incident Coordinator NNA L2,Self-service,NNA/Corp - Atlanta HQ,12
2016 Feb,02012016,others,IT Infra NSA Account Management L2,Chat,NSA - Pinda,1
2016 Feb,02012016,others,IT Infra NSA Account Management L2,Chat,NSA - Sao Paulo,1
2016 Feb,02012016,others,IT Infra NSA Account Management L2,Phone,NSA - Pinda,107
2016 Feb,02012016,others,IT Infra NSA Account Management L2,Phone,NSA - Sao Paulo,15
2016 Feb,02012016,others,IT Infra NSA Account Management L2,Phone,NSA - Utinga,25
2016 Feb,02012016,others,IT Infra NSA Account Management L2,Self-service,NSA - Pinda,18
2016 Feb,02012016,others,IT Infra NSA Account Management L2,Self-service,NSA - Sao Paulo,5
2016 Feb,02012016,others,IT Infra NSA Account Management L2,Self-service,NSA - Utinga,5
2016 Feb,02012016,others,IT Infra NSA Account Management L2,Walk-in,NSA - Pinda,4
2016 Feb,02012016,others,IT Infra NSA Account Management L2,Walk-in,NSA - Sao Paulo,5
2016 Feb,02012016,others,IT Infra NSA Account Management L2,Walk-in,NSA - Utinga,4
2016 Feb,02012016,others,IT Infra NSA Datacenter L2,Phone,NSA - Pinda,3
2016 Feb,02012016,others,IT Infra NSA Datacenter L2,Phone,NSA - Sao Paulo,1
2016 Feb,02012016,others,IT Infra NSA Datacenter L2,Self-service,NSA - Pinda,1
2016 Feb,02012016,others,IT Infra NSA Datacenter L2,Self-service,NSA - Sao Paulo,7
2016 Feb,02012016,others,IT Infra NSA Datacenter L2,Self-service,NSA - Utinga,2
2016 Feb,02012016,others,IT Infra NSA Network L2,Phone,NSA - Pinda,10
2016 Feb,02012016,others,IT Infra NSA Network L2,Phone,NSA - Sao Paulo,6
2016 Feb,02012016,others,IT Infra NSA Network L2,Self-service,NSA - Sao Paulo,1
2016 Feb,02012016,others,IT Infra NSA Security L2,Phone,NSA - Pinda,1
2016 Feb,02012016,others,IT Infra NSA Security L2,Phone,NSA - Utinga,1
2016 Feb,02012016,others,IT Infra NSA Telephony L2,Phone,NSA - Pinda,18
2016 Feb,02012016,others,IT Infra NSA Telephony L2,Phone,NSA - Sao Paulo,5
2016 Feb,02012016,others,IT Infra NSA Telephony L2,Self-service,NSA - Pinda,12
2016 Feb,02012016,others,IT Infra NSA Telephony L2,Self-service,NSA - Sao Paulo,2
2016 Feb,02012016,others,IT Knowledge Admin L2,Phone,NE - Ohle,1
2016 Feb,02012016,others,IT Network L2,Phone,NA - Changzhou Site Office,1
2016 Feb,02012016,others,IT Network L2,Phone,NA - Ulsan,2
2016 Feb,02012016,others,IT Network L2,Phone,NNA - Greensboro,1
2016 Feb,02012016,others,IT Network L2,Phone,NNA - Terre Haute,1
2016 Feb,02012016,others,IT Network L2,Phone,NNA/Corp - Atlanta HQ,70
2016 Feb,02012016,others,IT Network L2,Phone,NSA - Sao Paulo,1
2016 Feb,02012016,others,IT Network L2,Phone,(blank),141
2016 Feb,02012016,others,IT Network L2,Self-service,NE - Goettingen,2
2016 Feb,02012016,others,IT Network L2,Self-service,NE - Latchford,1
2016 Feb,02012016,others,IT Network L2,Self-service,NNA - Novi,1
2016 Feb,02012016,others,IT Network L2,Self-service,NNA/Corp - Atlanta HQ,2
2016 Feb,02012016,others,IT Network L2,Walk-in,NE - Goettingen,1
2016 Feb,02012016,others,IT Network L2,Walk-in,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,IT Network Oswego L2,Self-service,NNA - Oswego,1
2016 Feb,02012016,others,IT NetworkMon L2,Phone,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,IT Site Coordinator L2,Email,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,IT Site Coordinator L2,Phone,NE - Goettingen,2
2016 Feb,02012016,others,IT Site Coordinator L2,Self-service,NA - Klang Malaysia,1
2016 Feb,02012016,others,IT Software Asset L2,Phone,NA - YeongJu,1
2016 Feb,02012016,others,IT Software Asset L2,Phone,NNA - Oswego,1
2016 Feb,02012016,others,IT Software Asset L2,Self-service,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,IT Telecom L2,Chat,NNA - Kennesaw R&T,1
2016 Feb,02012016,others,IT Telecom L2,Chat,NNA - Oswego,1
2016 Feb,02012016,others,IT Telecom L2,Chat,NNA/Corp - Atlanta HQ,2
2016 Feb,02012016,others,IT Telecom L2,Phone,NNA - Novi,1
2016 Feb,02012016,others,IT Telecom L2,Phone,NNA/Corp - Atlanta HQ,3
2016 Feb,02012016,others,IT Telecom L2,Phone,NSA - Sao Paulo,1
2016 Feb,02012016,others,IT Telecom L2,Self-service,NNA - Oswego,11
2016 Feb,02012016,others,IT Telecom L2,Self-service,NNA/Corp - Atlanta HQ,4
2016 Feb,02012016,others,IT VoIP L2,Phone,NNA/Corp - Atlanta HQ,10
2016 Feb,02012016,others,IT VoIP L2,Phone,(blank),9
2016 Feb,02012016,others,IT Wireless L2,Phone,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,others,IT Wireless L2,Phone,(blank),3
2016 Feb,02012016,others,ServiceNow Admin L3,Phone,NE - Goettingen,2
2016 Feb,02012016,others,ServiceNow Admin L3,Phone,NNA/Corp - Atlanta HQ,7
2016 Feb,02012016,others,ServiceNow Admin L3,Phone,NSA - Pinda,2
2016 Feb,02012016,others,ServiceNow Admin L3,Self-service,NE - Goettingen,1
2016 Feb,02012016,others,ServiceNow Admin L3,Self-service,NSA - Pinda,1
2016 Feb,02012016,others,ServiceNow Admin L3,Self-service,NSA - Sao Paulo,3
2016 Feb,02012016,others,ServiceNow Support L2,Email,NNA/Corp - Atlanta HQ,3
2016 Feb,02012016,others,ServiceNow Support L2,Phone,NA - Changzhou Site Office,1
2016 Feb,02012016,others,ServiceNow Support L2,Phone,NA - Seoul,1
2016 Feb,02012016,others,ServiceNow Support L2,Phone,NE - Bresso,1
2016 Feb,02012016,others,ServiceNow Support L2,Phone,NE - Goettingen,2
2016 Feb,02012016,others,ServiceNow Support L2,Phone,NE - Pieve,1
2016 Feb,02012016,others,ServiceNow Support L2,Phone,NE – Wednesbury,1
2016 Feb,02012016,others,ServiceNow Support L2,Phone,NE - Zurich,1
2016 Feb,02012016,others,ServiceNow Support L2,Phone,NNA - Greensboro,1
2016 Feb,02012016,others,ServiceNow Support L2,Phone,NNA/Corp - Atlanta HQ,23
2016 Feb,02012016,others,ServiceNow Support L2,Self-service,NA - Seoul,1
2016 Feb,02012016,others,ServiceNow Support L2,Self-service,NE - Goettingen,1
2016 Feb,02012016,others,ServiceNow Support L2,Self-service,NE - Zurich,1
2016 Feb,02012016,others,ServiceNow Support L2,Self-service,NNA/Corp - Atlanta HQ,7
2016 Feb,02012016,others,ServiceNow Support L2,Self-service,NSA - Sao Paulo,1
2016 Feb,02012016,others,(blank),Chat,NE - Zurich,1
2016 Feb,02012016,others,(blank),Phone,NA - Changzhou Site Office,1
2016 Feb,02012016,others,(blank),Phone,NE - Goettingen,1
2016 Feb,02012016,others,(blank),Phone,NNA - Kennesaw R&T,1
2016 Feb,02012016,others,(blank),Self-service,NA - Ulsan,1
2016 Feb,02012016,others,(blank),Self-service,NNA - Oswego,2
2016 Feb,02012016,servicedesk,IT Service Desk NA L1,Chat,NA - Seoul,2
2016 Feb,02012016,servicedesk,IT Service Desk NA L1,Chat,NA - YeongJu,1
2016 Feb,02012016,servicedesk,IT Service Desk NA L1,Email,NA - Seoul,4
2016 Feb,02012016,servicedesk,IT Service Desk NA L1,Email,NA - YeongJu,1
2016 Feb,02012016,servicedesk,IT Service Desk NA L1,Phone,NA - Changzhou Site Office,36
2016 Feb,02012016,servicedesk,IT Service Desk NA L1,Phone,NA - Seoul,30
2016 Feb,02012016,servicedesk,IT Service Desk NA L1,Phone,NA - Shanghai,6
2016 Feb,02012016,servicedesk,IT Service Desk NA L1,Phone,NA - Ulsan,93
2016 Feb,02012016,servicedesk,IT Service Desk NA L1,Phone,NA - YeongJu,47
2016 Feb,02012016,servicedesk,IT Service Desk NA L1,Phone,NNA/Corp - Atlanta HQ,7
2016 Feb,02012016,servicedesk,IT Service Desk NA L1,Self-service,NA - Changzhou Site Office,1
2016 Feb,02012016,servicedesk,IT Service Desk NA L1,Self-service,NA - Seoul,6
2016 Feb,02012016,servicedesk,IT Service Desk NA L1,Self-service,NA - Ulsan,1
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Chat,NE - Goettingen,4
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Chat,NE - Ohle,1
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Chat,NE - Pieve,1
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Chat,NE - Sierre,5
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Chat,NE - Zurich,2
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Email,NE - Goettingen,1
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Email,NE - Sierre,1
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Email,NE - Zurich,3
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Email,NNA/Corp - Atlanta HQ,1
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Phone,NA - Changzhou Site Office,1
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Phone,NE - Bresso,21
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Phone,NE - Goettingen,104
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Phone,NE - Latchford,3
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Phone,NE - Luedenscheid,3
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Phone,NE - Nachterstedt,16
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Phone,NE - Office France/Chartres,1
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Phone,NE - Ohle,23
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Phone,NE - Pieve,8
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Phone,NE - Sierre,71
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Phone,NE - Stuttgart,3
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Phone,NE - Voreppe,3
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Phone,NE - Zurich,13
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Phone,NNA - Oswego,1
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Phone,NNA/Corp - Atlanta HQ,19
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Self-service,NE - Bresso,6
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Self-service,NE - Crick,2
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Self-service,NE - Goettingen,34
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Self-service,NE - Latchford,15
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Self-service,NE - Luedenscheid,8
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Self-service,NE - Nachterstedt,5
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Self-service,NE - Ohle,23
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Self-service,NE - Pieve,2
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Self-service,NE - Sierre,24
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Self-service,NE - Stuttgart,2
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Self-service,NE - Voreppe,3
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Self-service,NE – Wednesbury,6
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Self-service,NE - Zurich,28
2016 Feb,02012016,servicedesk,IT Service Desk NE L1,Self-service,NNA/Corp - Atlanta HQ,2
2016 Feb,02012016,servicedesk,IT Service Desk NNA L1,Chat,NA - Klang Malaysia,1
2016 Feb,02012016,servicedesk,IT Service Desk NNA L1,Chat,NA - Seoul,3
2016 Feb,02012016,servicedesk,IT Service Desk NNA L1,Chat,NA - YeongJu,1
2016 Feb,02012016,servicedesk,IT Service Desk NNA L1,Chat,NE - Crick,4
2016 Feb,02012016,servicedesk,IT Service Desk NNA L1,Chat,NE - Goettingen,3
2016 Feb,02012016,servicedesk,IT Service Desk NNA L1,Chat,NE – Wednesbury,3
2016 Feb,02012016,servicedesk,IT Service Desk NNA L1,Chat,NE - Zurich,17
2016 Feb,02012016,servicedesk,IT Service Desk NNA L1,Chat,NNA - Fairmont,1
2016 Feb,02012016,servicedesk,IT Service Desk NNA L1,Chat,NNA - Kennesaw R&T,2
2016 Feb,02012016,servicedesk,IT Service Desk NNA L1,Chat,NNA - Kingston,1
2016 Feb,02012016,servicedesk,IT Service Desk NNA L1,Chat,NNA - Novi,2
2016 Feb,02012016,servicedesk,IT Service Desk NNA L1,Chat,NNA - Oswego,16
2016 Feb,02012016,servicedesk,IT Service Desk NNA L1,Chat,NNA - Terre Haute,3
2016 Feb,02012016,servicedesk,IT Service Desk NNA L1,Chat,NNA - Warren,1
2016 Feb,02012016,servicedesk,IT Service Desk NNA L1,Chat,NNA/Corp - Atlanta HQ,51
2016 Feb,02012016,servicedesk,IT Service Desk NNA L1,Email,NA - Changzhou Site Office,2
2016 Feb,02012016,servicedesk,IT Service Desk NNA L1,Email,NA - Seoul,3
2016 Feb,02012016,servicedesk,IT Service Desk NNA L1,Email,NA - Ulsan,1
2016 Feb,02012016,servicedesk,IT Service Desk NNA L1,Email,NE - Bresso,1
