monthnum,month,desk,groupname,contact_type,location,ctr
2015 Sep,09012015,deskside,IT Desktop Gottingen L2,Walk-in,NE - Goettingen,1
2015 Sep,09012015,deskside,IT Desktop Gottingen L2,Walk-in,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,deskside,IT Desktop Italy L2,Email,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,deskside,IT Desktop Italy L2,Phone,NE - Bresso,8
2015 Sep,09012015,deskside,IT Desktop Italy L2,Phone,NE - Pieve,6
2015 Sep,09012015,deskside,IT Desktop Italy L2,Self-service,NE - Pieve,2
2015 Sep,09012015,deskside,IT Desktop Kennesaw L2,Email,NNA - Kennesaw R&T,4
2015 Sep,09012015,deskside,IT Desktop Kennesaw L2,Email,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,deskside,IT Desktop Kennesaw L2,Phone,NNA - Kennesaw R&T,4
2015 Sep,09012015,deskside,IT Desktop Kennesaw L2,Self-service,NNA - Kennesaw R&T,14
2015 Sep,09012015,deskside,IT Desktop Kennesaw L2,Self-service,NNA/Corp - Atlanta HQ,3
2015 Sep,09012015,deskside,IT Desktop Kennesaw L2,Walk-in,NNA - Kennesaw R&T,1
2015 Sep,09012015,deskside,IT Desktop Kingston L2,Email,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,deskside,IT Desktop Kingston L2,Phone,NNA - Kingston,5
2015 Sep,09012015,deskside,IT Desktop Kingston L2,Phone,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,deskside,IT Desktop Kingston L2,Self-service,NNA - Kingston,69
2015 Sep,09012015,deskside,IT Desktop Kingston L2,Self-service,NNA - Oswego,1
2015 Sep,09012015,deskside,IT Desktop Kingston L2,Walk-in,NNA - Kingston,1
2015 Sep,09012015,deskside,IT Desktop Latchford L2,Email,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,deskside,IT Desktop Malaysia L2,Email,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,deskside,IT Desktop Malaysia L2,Phone,NA - Klang Malaysia,1
2015 Sep,09012015,deskside,IT Desktop Malaysia L2,Self-service,NA - Klang Malaysia,27
2015 Sep,09012015,deskside,IT Desktop Malaysia L2,Self-service,NNA/Corp - Atlanta HQ,15
2015 Sep,09012015,deskside,IT Desktop Malaysia L2,Walk-in,NA - Klang Malaysia,6
2015 Sep,09012015,deskside,IT Desktop Malaysia L2,Walk-in,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,deskside,IT Desktop Nachterstedt L2,Chat,NE - Zurich,1
2015 Sep,09012015,deskside,IT Desktop Nachterstedt L2,Email,NE - Nachterstedt,1
2015 Sep,09012015,deskside,IT Desktop Nachterstedt L2,Email,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,deskside,IT Desktop Nachterstedt L2,Phone,NE - Nachterstedt,11
2015 Sep,09012015,deskside,IT Desktop Nachterstedt L2,Phone,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,deskside,IT Desktop Nachterstedt L2,Self-service,NE - Nachterstedt,1
2015 Sep,09012015,deskside,IT Desktop Nachterstedt L2,Walk-in,NE - Nachterstedt,4
2015 Sep,09012015,deskside,IT Desktop Ohle L2,Email,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,deskside,IT Desktop Ohle L2,Phone,NE - Luedenscheid,2
2015 Sep,09012015,deskside,IT Desktop Ohle L2,Phone,NE - Ohle,25
2015 Sep,09012015,deskside,IT Desktop Ohle L2,Phone,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,deskside,IT Desktop Ohle L2,Phone,(blank),1
2015 Sep,09012015,deskside,IT Desktop Ohle L2,Self-service,NE - Luedenscheid,7
2015 Sep,09012015,deskside,IT Desktop Ohle L2,Self-service,NE - Ohle,19
2015 Sep,09012015,deskside,IT Desktop Oswego L2,Chat,NNA - Oswego,1
2015 Sep,09012015,deskside,IT Desktop Oswego L2,Email,NNA - Oswego,4
2015 Sep,09012015,deskside,IT Desktop Oswego L2,Email,NNA/Corp - Atlanta HQ,4
2015 Sep,09012015,deskside,IT Desktop Oswego L2,Phone,NNA - Oswego,25
2015 Sep,09012015,deskside,IT Desktop Oswego L2,Phone,NNA/Corp - Atlanta HQ,2
2015 Sep,09012015,deskside,IT Desktop Oswego L2,Self-service,NNA - Oswego,25
2015 Sep,09012015,deskside,IT Desktop Oswego L2,Self-service,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,deskside,IT Desktop Pinda L2,Chat,NSA - Pinda,4
2015 Sep,09012015,deskside,IT Desktop Pinda L2,Email,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,deskside,IT Desktop Pinda L2,Email,NSA - Pinda,11
2015 Sep,09012015,deskside,IT Desktop Pinda L2,Phone,NNA/Corp - Atlanta HQ,2
2015 Sep,09012015,deskside,IT Desktop Pinda L2,Phone,NSA - Pinda,134
2015 Sep,09012015,deskside,IT Desktop Pinda L2,Phone,NSA - Utinga,3
2015 Sep,09012015,deskside,IT Desktop Pinda L2,Self-service,NSA - Ouro Preto,1
2015 Sep,09012015,deskside,IT Desktop Pinda L2,Self-service,NSA - Pinda,24
2015 Sep,09012015,deskside,IT Desktop Pinda L2,Self-service,NSA - Sao Paulo,1
2015 Sep,09012015,deskside,IT Desktop Pinda L2,Self-service,NSA - Utinga,4
2015 Sep,09012015,deskside,IT Desktop Pinda L2,Walk-in,NSA - Pinda,27
2015 Sep,09012015,deskside,IT Desktop Pinda L2,Walk-in,NSA - Sao Paulo,1
2015 Sep,09012015,deskside,IT Desktop Sao Paulo L2,Chat,NSA - Sao Paulo,1
2015 Sep,09012015,deskside,IT Desktop Sao Paulo L2,Email,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,deskside,IT Desktop Sao Paulo L2,Email,NSA - Sao Paulo,3
2015 Sep,09012015,deskside,IT Desktop Sao Paulo L2,Phone,NSA - Pinda,1
2015 Sep,09012015,deskside,IT Desktop Sao Paulo L2,Phone,NSA - Sao Paulo,43
2015 Sep,09012015,deskside,IT Desktop Sao Paulo L2,Self-service,NSA - Sao Paulo,8
2015 Sep,09012015,deskside,IT Desktop Sao Paulo L2,Walk-in,NSA - Sao Paulo,14
2015 Sep,09012015,deskside,IT Desktop Seoul L2,Email,NA - Seoul,2
2015 Sep,09012015,deskside,IT Desktop Seoul L2,Email,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,deskside,IT Desktop Seoul L2,Phone,NA - Seoul,2
2015 Sep,09012015,deskside,IT Desktop Seoul L2,Phone,NA - Ulsan,1
2015 Sep,09012015,deskside,IT Desktop Seoul L2,Phone,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,deskside,IT Desktop Seoul L2,Walk-in,NA - Seoul,33
2015 Sep,09012015,deskside,IT Desktop Seoul L2,Walk-in,NA - Ulsan,1
2015 Sep,09012015,deskside,IT Desktop Seoul L2,Walk-in,NA - YeongJu,2
2015 Sep,09012015,deskside,IT Desktop Sierre L2,Chat,NE - Sierre,1
2015 Sep,09012015,deskside,IT Desktop Sierre L2,Email,NE - Sierre,5
2015 Sep,09012015,deskside,IT Desktop Sierre L2,Email,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,deskside,IT Desktop Sierre L2,Phone,NE - Sierre,25
2015 Sep,09012015,deskside,IT Desktop Sierre L2,Phone,NNA/Corp - Atlanta HQ,3
2015 Sep,09012015,deskside,IT Desktop Sierre L2,Self-service,NE - Nachterstedt,1
2015 Sep,09012015,deskside,IT Desktop Sierre L2,Self-service,NE - Sierre,13
2015 Sep,09012015,deskside,IT Desktop Ulsan L2,Chat,NA - Ulsan,2
2015 Sep,09012015,deskside,IT Desktop Ulsan L2,Email,NA - Ulsan,1
2015 Sep,09012015,deskside,IT Desktop Ulsan L2,Email,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,deskside,IT Desktop Ulsan L2,Phone,NA - Seoul,1
2015 Sep,09012015,deskside,IT Desktop Ulsan L2,Phone,NA - Ulsan,25
2015 Sep,09012015,deskside,IT Desktop Ulsan L2,Self-service,NA - Ulsan,2
2015 Sep,09012015,deskside,IT Desktop Ulsan L2,Walk-in,NA - Ulsan,11
2015 Sep,09012015,deskside,IT Desktop Utinga L2,Chat,NSA - Pinda,1
2015 Sep,09012015,deskside,IT Desktop Utinga L2,Email,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,deskside,IT Desktop Utinga L2,Email,NSA - Utinga,2
2015 Sep,09012015,deskside,IT Desktop Utinga L2,Phone,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,deskside,IT Desktop Utinga L2,Phone,NSA - Pinda,2
2015 Sep,09012015,deskside,IT Desktop Utinga L2,Phone,NSA - Sao Paulo,2
2015 Sep,09012015,deskside,IT Desktop Utinga L2,Phone,NSA - Utinga,20
2015 Sep,09012015,deskside,IT Desktop Utinga L2,Self-service,NSA - Pinda,1
2015 Sep,09012015,deskside,IT Desktop Utinga L2,Self-service,NSA - Sao Paulo,1
2015 Sep,09012015,deskside,IT Desktop Utinga L2,Self-service,NSA - Utinga,9
2015 Sep,09012015,deskside,IT Desktop Utinga L2,Walk-in,NSA - Sao Paulo,1
2015 Sep,09012015,deskside,IT Desktop Utinga L2,Walk-in,NSA - Utinga,8
2015 Sep,09012015,deskside,IT Desktop YeongJu L2,Phone,NA - Ulsan,1
2015 Sep,09012015,deskside,IT Desktop YeongJu L2,Phone,NA - YeongJu,6
2015 Sep,09012015,deskside,IT Desktop YeongJu L2,Walk-in,NA - YeongJu,27
2015 Sep,09012015,deskside,IT Desktop YeongJu L2,Walk-in,(blank),2
2015 Sep,09012015,deskside,IT Desktop Zurich L2,Chat,NE - Zurich,1
2015 Sep,09012015,deskside,IT Desktop Zurich L2,Email,NE - Zurich,1
2015 Sep,09012015,deskside,IT Desktop Zurich L2,Email,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,deskside,IT Desktop Zurich L2,Phone,NE - Nachterstedt,1
2015 Sep,09012015,deskside,IT Desktop Zurich L2,Phone,NE - Zurich,6
2015 Sep,09012015,deskside,IT Desktop Zurich L2,Self-service,NE - Zurich,13
2015 Sep,09012015,deskside,IT Desktop Zurich L2,Self-service,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,others,IT App Global Cap Package L2,Phone,NNA - Greensboro,1
2015 Sep,09012015,others,IT App Global Cap Package L2,Self-service,NE - Bresso,1
2015 Sep,09012015,others,IT App Global Cap Package L2,Self-service,NE - Goettingen,2
2015 Sep,09012015,others,IT App Global Cap Package L2,Self-service,NE - Pieve,1
2015 Sep,09012015,others,IT App Global Cap Package L2,Self-service,NE - Zurich,4
2015 Sep,09012015,others,IT App Global Cap Package L2,Self-service,NNA - Kingston,2
2015 Sep,09012015,others,IT App Global Cap Package L2,Self-service,NNA - Oswego,4
2015 Sep,09012015,others,IT App Global Cap Package L2,Self-service,NNA/Corp - Atlanta HQ,6
2015 Sep,09012015,others,IT App Global Cap Package L2,Self-service,NSA - Sao Paulo,2
2015 Sep,09012015,others,IT App Global Macro Planner Support L2,Self-service,NNA/Corp - Atlanta HQ,2
2015 Sep,09012015,others,IT APP Global SAP BASIS L2,Phone,NE - Goettingen,1
2015 Sep,09012015,others,IT APP Global SAP BASIS L2,Phone,NNA - Kingston,1
2015 Sep,09012015,others,IT APP Global SAP BASIS L2,Phone,NNA - Oswego,1
2015 Sep,09012015,others,IT APP Global SAP BASIS L2,Phone,NNA/Corp - Atlanta HQ,14
2015 Sep,09012015,others,IT APP Global SAP BASIS L2,Self-service,NNA - Oswego,1
2015 Sep,09012015,others,IT APP Global SAP BASIS L2,Self-service,NNA/Corp - Atlanta HQ,7
2015 Sep,09012015,others,IT APP Global SAP BI L2,Phone,NNA/Corp - Atlanta HQ,18
2015 Sep,09012015,others,IT APP Global SAP BI L2,Self-service,NNA - Terre Haute,1
2015 Sep,09012015,others,IT APP Global SAP BI L2,Self-service,NNA/Corp - Atlanta HQ,3
2015 Sep,09012015,others,IT APP Global SAP BI L3,Phone,NNA/Corp - Atlanta HQ,2
2015 Sep,09012015,others,IT APP Global SAP BI L3,Self-service,NNA/Corp - Atlanta HQ,3
2015 Sep,09012015,others,IT APP Global SAP C2C L2,Email,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,others,IT APP Global SAP C2C L2,Phone,NNA/Corp - Atlanta HQ,2
2015 Sep,09012015,others,IT APP Global SAP C2C L2,Self-service,NNA/Corp - Atlanta HQ,7
2015 Sep,09012015,others,IT APP Global SAP H2R L2,Phone,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,others,IT APP Global SAP H2R L2,Self-service,NE - Goettingen,1
2015 Sep,09012015,others,IT APP Global SAP H2R L2,Self-service,NE - Latchford,1
2015 Sep,09012015,others,IT APP Global SAP H2R L2,Self-service,NE - Zurich,1
2015 Sep,09012015,others,IT APP Global SAP H2R L2,Self-service,NNA - Oswego,1
2015 Sep,09012015,others,IT APP Global SAP H2R L2,Self-service,NNA/Corp - Atlanta HQ,4
2015 Sep,09012015,others,IT APP Global SAP MDM L2,Self-service,NNA - Oswego,1
2015 Sep,09012015,others,IT APP Global SAP P2S PE L2,Chat,NNA - Oswego,1
2015 Sep,09012015,others,IT APP Global SAP P2S PE L2,Phone,NNA - Kingston,3
2015 Sep,09012015,others,IT APP Global SAP P2S PE L2,Phone,NNA - Oswego,3
2015 Sep,09012015,others,IT APP Global SAP P2S PE L2,Phone,NNA/Corp - Atlanta HQ,6
2015 Sep,09012015,others,IT APP Global SAP P2S PE L2,Self-service,NNA - Kingston,3
2015 Sep,09012015,others,IT APP Global SAP P2S PE L2,Self-service,NNA - Novi,1
2015 Sep,09012015,others,IT APP Global SAP P2S PE L2,Self-service,NNA - Oswego,8
2015 Sep,09012015,others,IT APP Global SAP P2S PE L2,Self-service,NNA/Corp - Atlanta HQ,2
2015 Sep,09012015,others,IT APP Global SAP P2S PE L2,Walk-in,NNA - Oswego,1
2015 Sep,09012015,others,IT APP Global SAP P2S SCE L2,Chat,NNA - Oswego,1
2015 Sep,09012015,others,IT APP Global SAP P2S SCE L2,Phone,NNA - Kingston,1
2015 Sep,09012015,others,IT APP Global SAP P2S SCE L2,Phone,NNA - Oswego,5
2015 Sep,09012015,others,IT APP Global SAP P2S SCE L2,Phone,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,others,IT APP Global SAP P2S SCE L2,Self-service,NNA - Fairmont,1
2015 Sep,09012015,others,IT APP Global SAP P2S SCE L2,Self-service,NNA - Kennesaw R&T,1
2015 Sep,09012015,others,IT APP Global SAP P2S SCE L2,Self-service,NNA - Kingston,4
2015 Sep,09012015,others,IT APP Global SAP P2S SCE L2,Self-service,NNA - Oswego,5
2015 Sep,09012015,others,IT APP Global SAP P2S SCE L2,Self-service,NNA/Corp - Atlanta HQ,5
2015 Sep,09012015,others,IT APP Global SAP P2S SCE L2,Walk-in,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,others,IT APP Global SAP P2S SCE L3,Phone,NE - Goettingen,1
2015 Sep,09012015,others,IT APP Global SAP P2S SCE L3,Phone,NNA/Corp - Atlanta HQ,2
2015 Sep,09012015,others,IT APP Global SAP P2S SCE L3,Self-service,NNA - Kingston,1
2015 Sep,09012015,others,IT APP Global SAP P2S SCP L2,Phone,NNA - Oswego,1
2015 Sep,09012015,others,IT APP Global SAP P2S SCP L3,Email,NE - Zurich,1
2015 Sep,09012015,others,IT APP Global SAP R2R L2,Phone,NNA/Corp - Atlanta HQ,12
2015 Sep,09012015,others,IT APP Global SAP R2R L2,Self-service,NE - Goettingen,1
2015 Sep,09012015,others,IT APP Global SAP R2R L2,Self-service,NNA - Kingston,1
2015 Sep,09012015,others,IT APP Global SAP R2R L2,Self-service,NNA - Oswego,2
2015 Sep,09012015,others,IT APP Global SAP R2R L2,Self-service,NNA/Corp - Atlanta HQ,14
2015 Sep,09012015,others,IT APP Global SAP S2P L2,Phone,NE - Goettingen,1
2015 Sep,09012015,others,IT APP Global SAP S2P L2,Phone,NNA - Oswego,4
2015 Sep,09012015,others,IT APP Global SAP S2P L2,Phone,NNA/Corp - Atlanta HQ,7
2015 Sep,09012015,others,IT APP Global SAP S2P L2,Self-service,NE - Nachterstedt,1
2015 Sep,09012015,others,IT APP Global SAP S2P L2,Self-service,NE - Zurich,1
2015 Sep,09012015,others,IT APP Global SAP S2P L2,Self-service,NNA - Kingston,5
2015 Sep,09012015,others,IT APP Global SAP S2P L2,Self-service,NNA - Novi,1
2015 Sep,09012015,others,IT APP Global SAP S2P L2,Self-service,NNA - Oswego,9
2015 Sep,09012015,others,IT APP Global SAP S2P L2,Self-service,NNA/Corp - Atlanta HQ,10
2015 Sep,09012015,others,IT APP Global SAP TECH L2,Phone,NNA - Kingston,3
2015 Sep,09012015,others,IT APP Global SAP TECH L2,Phone,NNA - Oswego,9
2015 Sep,09012015,others,IT APP Global SAP TECH L2,Phone,NNA/Corp - Atlanta HQ,8
2015 Sep,09012015,others,IT APP Global SAP TECH L2,Self-service,NE - Goettingen,2
2015 Sep,09012015,others,IT APP Global SAP TECH L2,Self-service,NNA - Kennesaw R&T,1
2015 Sep,09012015,others,IT APP Global SAP TECH L2,Self-service,NNA - Kingston,2
2015 Sep,09012015,others,IT APP Global SAP TECH L2,Self-service,NNA - Oswego,17
2015 Sep,09012015,others,IT APP Global SAP TECH L2,Self-service,NNA/Corp - Atlanta HQ,13
2015 Sep,09012015,others,IT App Global Sharepoint 2013 L2,Chat,NNA/Corp - Atlanta HQ,2
2015 Sep,09012015,others,IT App Global Sharepoint 2013 L2,Email,NA - Klang Malaysia,1
2015 Sep,09012015,others,IT App Global Sharepoint 2013 L2,Phone,NE - Latchford,1
2015 Sep,09012015,others,IT App Global Sharepoint 2013 L2,Phone,NE - Nachterstedt,1
2015 Sep,09012015,others,IT App Global Sharepoint 2013 L2,Phone,NNA - Kennesaw R&T,1
2015 Sep,09012015,others,IT App Global Sharepoint 2013 L2,Phone,NNA - Kingston,2
2015 Sep,09012015,others,IT App Global Sharepoint 2013 L2,Phone,NNA/Corp - Atlanta HQ,2
2015 Sep,09012015,others,IT App Global Sharepoint 2013 L2,Self-service,NA - Ulsan,1
2015 Sep,09012015,others,IT App Global Sharepoint 2013 L2,Self-service,NE - Nachterstedt,2
2015 Sep,09012015,others,IT App Global Sharepoint 2013 L2,Self-service,NE - Ohle,3
2015 Sep,09012015,others,IT App Global Sharepoint 2013 L2,Self-service,NE - Sierre,1
2015 Sep,09012015,others,IT App Global Sharepoint 2013 L2,Self-service,NNA - Berea,1
2015 Sep,09012015,others,IT App Global Sharepoint 2013 L2,Self-service,NNA - Kennesaw R&T,5
2015 Sep,09012015,others,IT App Global Sharepoint 2013 L2,Self-service,NNA - Oswego,1
2015 Sep,09012015,others,IT App Global Sharepoint 2013 L2,Self-service,NNA - Warren,1
2015 Sep,09012015,others,IT App Global Sharepoint 2013 L2,Self-service,NNA/Corp - Atlanta HQ,17
2015 Sep,09012015,others,IT App Global Sharepoint 2013 L2,Self-service,NSA - Pinda,2
2015 Sep,09012015,others,IT App Global Sharepoint 2013 L2,Self-service,NSA - Sao Paulo,2
2015 Sep,09012015,others,IT App Hyperion - HFM / FDM L2,Phone,NNA/Corp - Atlanta HQ,2
2015 Sep,09012015,others,IT App Hyperion - HFM / FDM L2,Self-service,NE - Goettingen,1
2015 Sep,09012015,others,IT App Hyperion - HFP / Essbase L2,Self-service,NNA - Warren,1
2015 Sep,09012015,others,IT App Hyperion - Infrastructure L2,Phone,NNA - Warren,5
2015 Sep,09012015,others,IT App Hyperion - Infrastructure L2,Phone,NNA/Corp - Atlanta HQ,11
2015 Sep,09012015,others,IT App Hyperion - Infrastructure L2,Self-service,NE - Goettingen,1
2015 Sep,09012015,others,IT App Hyperion - Infrastructure L2,Self-service,NNA/Corp - Atlanta HQ,4
2015 Sep,09012015,others,IT App ISSG L2,Phone,NNA - Fairmont,1
2015 Sep,09012015,others,IT App ISSG L2,Self-service,NNA - Fairmont,2
2015 Sep,09012015,others,IT App ISSG L2,Self-service,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,others,IT APP NA BS L2,Email,NA - Seoul,1
2015 Sep,09012015,others,IT APP NA BS L2,Phone,NA - Changzhou Site Office,5
2015 Sep,09012015,others,IT APP NA BS L2,Phone,NA - Seoul,2
2015 Sep,09012015,others,IT APP NA BS L2,Phone,NA - Ulsan,13
2015 Sep,09012015,others,IT APP NA BS L2,Phone,NA - YeongJu,7
2015 Sep,09012015,others,IT APP NA BS L2,Phone,NNA/Corp - Atlanta HQ,3
2015 Sep,09012015,others,IT APP NA BS L2,Self-service,NA - Ulsan,1
2015 Sep,09012015,others,IT APP NA BS L2,Self-service,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,others,IT APP NA PLANT L2,Phone,NA - Seoul,2
2015 Sep,09012015,others,IT APP NA PLANT L2,Phone,NA - Ulsan,3
2015 Sep,09012015,others,IT APP NA PLANT L2,Phone,NA - YeongJu,1
2015 Sep,09012015,others,IT App NE Goettingen HR L2,Phone,NE - Goettingen,1
2015 Sep,09012015,others,IT App NE Goettingen HR L2,Self-service,NE - Stuttgart,2
2015 Sep,09012015,others,IT App NE Goettingen Infra L2,Phone,NE - Goettingen,3
2015 Sep,09012015,others,IT App NE Goettingen Infra L2,Phone,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,others,IT App NE Goettingen Infra L2,Self-service,NE - Goettingen,2
2015 Sep,09012015,others,IT App NE Goettingen Infra L2,Self-service,NE - Zurich,1
2015 Sep,09012015,others,IT App NE Goettingen Infra L2,Self-service,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,others,IT App NE Goettingen Legacy SAP BI L2,Chat,NE – Wednesbury,1
2015 Sep,09012015,others,IT App NE Goettingen Legacy SAP BI L2,Self-service,NE - Zurich,2
2015 Sep,09012015,others,IT App NE Goettingen Legacy SAP L2,Phone,NE - Goettingen,5
2015 Sep,09012015,others,IT App NE Goettingen Legacy SAP L2,Phone,NE - Zurich,1
2015 Sep,09012015,others,IT App NE Goettingen Legacy SAP L2,Self-service,NE - Goettingen,4
2015 Sep,09012015,others,IT App NE Goettingen Legacy SAP L2,Self-service,NNA/Corp - Atlanta HQ,2
2015 Sep,09012015,others,IT App NE Goettingen NonSAP  L2,Phone,NE - Goettingen,1
2015 Sep,09012015,others,IT App NE Goettingen NonSAP  L2,Self-service,NE - Goettingen,1
2015 Sep,09012015,others,IT App NE Italy AS400 L2,Chat,NE - Bresso,2
2015 Sep,09012015,others,IT App NE Italy AS400 L2,Phone,NE - Bresso,19
2015 Sep,09012015,others,IT App NE Italy AS400 L2,Phone,NE - Goettingen,1
2015 Sep,09012015,others,IT App NE Italy AS400 L2,Phone,NE - Pieve,10
2015 Sep,09012015,others,IT App NE Italy AS400 L2,Phone,NNA/Corp - Atlanta HQ,6
2015 Sep,09012015,others,IT App NE Italy AS400 L2,Self-service,NE - Bresso,20
2015 Sep,09012015,others,IT App NE Italy AS400 L2,Self-service,NE - Goettingen,3
2015 Sep,09012015,others,IT App NE Italy AS400 L2,Self-service,NE - Pieve,10
2015 Sep,09012015,others,IT App NE Italy AS400 L2,Self-service,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,others,IT App NE Italy L2,Phone,NE - Bresso,2
2015 Sep,09012015,others,IT App NE Italy L2,Phone,NE - Pieve,1
2015 Sep,09012015,others,IT App NE Latchford L2,Phone,NE - Latchford,2
2015 Sep,09012015,others,IT App NE Latchford L2,Self-service,NE - Latchford,5
2015 Sep,09012015,others,IT App NE Nachtersted L2,Self-service,NE - Nachterstedt,1
2015 Sep,09012015,others,IT App NE Nachtersted SAP L2,Phone,NE - Goettingen,1
2015 Sep,09012015,others,IT App NE Nachtersted SAP L2,Self-service,NE - Nachterstedt,1
2015 Sep,09012015,others,IT App NE Ohle Infra L2,Self-service,NE - Ohle,1
2015 Sep,09012015,others,IT App NE Ohle Legacy SAP L2,Phone,NE - Ohle,1
2015 Sep,09012015,others,"IT APP NE Ohle Legacy SAP PR29,P68,PR7 Account Issues",Phone,NE - Goettingen,1
2015 Sep,09012015,others,"IT APP NE Ohle Legacy SAP PR29,P68,PR7 Account Issues",Self-service,NE - Goettingen,1
2015 Sep,09012015,others,IT App NE Ohle ZSF L2,Self-service,NE - Ohle,1
2015 Sep,09012015,others,IT App NE SIERRE Infra L2,Email,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,others,IT App NE SIERRE Infra L2,Phone,NE - Sierre,8
2015 Sep,09012015,others,IT App NE SIERRE Infra L2,Self-service,NE - Sierre,3
2015 Sep,09012015,others,IT App NE SIERRE SAP L2,Phone,NE – Wednesbury,1
2015 Sep,09012015,others,IT App NE SIERRE SAP L2,Self-service,NE - Sierre,2
2015 Sep,09012015,others,IT App NE SIERRE SAP L2,Self-service,NE – Wednesbury,1
2015 Sep,09012015,others,IT App NNA Cap Analytics Rep L2,Phone,NNA - Greensboro,1
2015 Sep,09012015,others,IT App NNA Cap Analytics Rep L2,Phone,NNA - Oswego,1
2015 Sep,09012015,others,IT App NNA Cap Analytics Rep L2,Phone,NNA - Terre Haute,1
2015 Sep,09012015,others,IT App NNA Cap Analytics Rep L2,Self-service,NNA - Oswego,1
2015 Sep,09012015,others,IT App NNA Cap Forms L2,Chat,NSA - Sao Paulo,1
2015 Sep,09012015,others,IT App NNA Cap Forms L2,Email,NSA - Pinda,1
2015 Sep,09012015,others,IT App NNA Cap Forms L2,Phone,NNA - Novi,1
2015 Sep,09012015,others,IT App NNA Cap Forms L2,Phone,NNA - Oswego,8
2015 Sep,09012015,others,IT App NNA Cap Forms L2,Phone,NNA - Terre Haute,1
2015 Sep,09012015,others,IT App NNA Cap Forms L2,Phone,NNA - Warren,2
2015 Sep,09012015,others,IT App NNA Cap Forms L2,Phone,NNA/Corp - Atlanta HQ,5
2015 Sep,09012015,others,IT App NNA Cap Forms L2,Phone,NSA - Pinda,2
2015 Sep,09012015,others,IT App NNA Cap Forms L2,Self-service,NNA - Fairmont,2
2015 Sep,09012015,others,IT App NNA Cap Forms L2,Self-service,NNA - Kennesaw R&T,2
2015 Sep,09012015,others,IT App NNA Cap Forms L2,Self-service,NNA - Kingston,1
2015 Sep,09012015,others,IT App NNA Cap Forms L2,Self-service,NNA - Oswego,11
2015 Sep,09012015,others,IT App NNA Cap Forms L2,Self-service,NNA/Corp - Atlanta HQ,11
2015 Sep,09012015,others,IT App NNA Cap Integration L2,Phone,NNA - Berea,1
2015 Sep,09012015,others,IT App NNA Cap Integration L2,Phone,NNA - Greensboro,2
2015 Sep,09012015,others,IT App NNA Cap Integration L2,Phone,NNA/Corp - Atlanta HQ,14
2015 Sep,09012015,others,IT App NNA Cap Integration L2,Self-service,NNA/Corp - Atlanta HQ,2
2015 Sep,09012015,others,IT App NNA Cap Other L2,Phone,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,others,IT App NNA Cap Other L2,Self-service,NNA - Kennesaw R&T,1
2015 Sep,09012015,others,IT App NNA Cap Other L2,Self-service,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,others,IT App NNA Cap Package L2,Email,NA - Seoul,2
2015 Sep,09012015,others,IT App NNA Cap Package L2,Email,NA - Ulsan,1
2015 Sep,09012015,others,IT App NNA Cap Package L2,Phone,NNA - Kingston,2
2015 Sep,09012015,others,IT App NNA Cap Package L2,Phone,NNA - Oswego,1
2015 Sep,09012015,others,IT App NNA Cap Package L2,Phone,NNA - Terre Haute,3
2015 Sep,09012015,others,IT App NNA Cap Package L2,Phone,NSA - Pinda,2
2015 Sep,09012015,others,IT App NNA Cap Package L2,Self-service,NE - Latchford,1
2015 Sep,09012015,others,IT App NNA Cap Package L2,Self-service,NNA - Greensboro,1
